,C,G,T,A,D,N,K,Y,R,M,S,W,H,V,B
>JF937097.1,0.328299964,0.33619221,0.167513651,0.167994175,0,0,0,0,0,0,0,0,0,0,0
>JF937098.1,0.295845324,0.316546763,0.18807554,0.199532374,0,0,0,0,0,0,0,0,0,0,0
>JF937099.1,0.328375089,0.308018172,0.18073952,0.18286722,0,0,0,0,0,0,0,0,0,0,0
>JF937100.1,0.325674444,0.311928059,0.18197124,0.180426257,0,0,0,0,0,0,0,0,0,0,0
>JF937101.1,0.308802229,0.304649543,0.188685991,0.197862237,0,0,0,0,0,0,0,0,0,0,0
>JF937102.1,0.294179266,0.316369287,0.190107895,0.199343552,0,0,0,0,0,0,0,0,0,0,0
>JF937103.1,0.326313538,0.31005717,0.182631354,0.180997939,0,0,0,0,0,0,0,0,0,0,0
>JF937104.1,0.323564525,0.349469312,0.15376061,0.173205554,0,0,0,0,0,0,0,0,0,0,0
>JF937105.1,0.300415651,0.30831064,0.194173714,0.197099995,0,0,0,0,0,0,0,0,0,0,0
>JF937106.1,0.331538836,0.297684704,0.170573756,0.200202704,0,0,0,0,0,0,0,0,0,0,0
>JF937107.1,0.289762467,0.305906685,0.17754009,0.226790758,0,0,0,0,0,0,0,0,0,0,0
>JF937108.1,0.326628169,0.310929672,0.181727791,0.180714368,0,0,0,0,0,0,0,0,0,0,0
>JF937109.1,0.328439005,0.336442614,0.167028042,0.168090339,0,0,0,0,0,0,0,0,0,0,0
>JF937110.1,0.324692007,0.311613242,0.181954419,0.181740332,0,0,0,0,0,0,0,0,0,0,0
>JF704107.1,0.312303695,0.297239133,0.196149521,0.194307651,0,0,0,0,0,0,0,0,0,0,0
>AP011616.1,0.1689418,0.156918594,0.347491665,0.326647941,0,0,0,0,0,0,0,0,0,0,0
>JN408459.1,0.311056607,0.297517904,0.196605514,0.194819974,0,0,0,0,0,0,0,0,0,0,0
>JN243856.1,0.32002414,0.319031304,0.18501791,0.175926647,0,0,0,0,0,0,0,0,0,0,0
>JN391441.1,0.334020757,0.296056244,0.168824908,0.201098092,0,0,0,0,0,0,0,0,0,0,0
>JF773396.1,0.209716746,0.183025524,0.310489728,0.296768002,0,0,0,0,0,0,0,0,0,0,0
>JN412590.1,0.331714233,0.29680731,0.170005514,0.201472944,0,0,0,0,0,0,0,0,0,0,0
>FR823450.1,0.109819258,0.150603228,0.340465369,0.399112145,0,0,0,0,0,0,0,0,0,0,0
>JN561150.1,0.319835692,0.31907645,0.185235657,0.175852201,0,0,0,0,0,0,0,0,0,0,0
>JF314845.1,0.244246909,0.263739735,0.223129681,0.268883675,0,0,0,0,0,0,0,0,0,0,0
>JF731128.1,0.213480271,0.186475375,0.325918218,0.274126137,0,0,0,0,0,0,0,0,0,0,0
>AJ536073.2,0.165896457,0.231397763,0.255441698,0.347264081,0,0,0,0,0,0,0,0,0,0,0
>JF712866.1,0.250443915,0.257622647,0.253259601,0.238673837,0,0,0,0,0,0,0,0,0,0,0
>NC_015937.1,0.16955698,0.156697451,0.347623166,0.326122403,0,0,0,0,0,0,0,0,0,0,0
>JN572061.1,0.339776218,0.332821413,0.148179026,0.179223344,0,0,0,0,0,0,0,0,0,0,0
>FR852584.1,0.13662091,0.167595544,0.322555462,0.373228085,0,0,0,0,0,0,0,0,0,0,0
>JN618996.1,0.340410011,0.348687639,0.154401584,0.156500767,0,0,0,0,0,0,0,0,0,0,0
>HQ259103.1,0.225058563,0.2202849,0.281886673,0.272769864,0,0,0,0,0,0,0,0,0,0,0
>NC_015938.1,0.226511411,0.214767116,0.278404288,0.280317185,0,0,0,0,0,0,0,0,0,0,0
>JF270478.1,0.210720784,0.233953814,0.26236529,0.292960112,0,0,0,0,0,0,0,0,0,0,0
>JN175269.1,0.212611797,0.21449866,0.275368882,0.297520661,0,0,0,0,0,0,0,0,0,0,0
>JN638752.1,0.328294461,0.335874636,0.167419825,0.168411079,0,0,0,0,0,0,0,0,0,0,0
>JN638753.1,0.328692521,0.335748898,0.166952143,0.168606439,0,0,0,0,0,0,0,0,0,0,0
>JF461087.1,0.183389135,0.205937766,0.293348214,0.317324885,0,0,0,0,0,0,0,0,0,0,0
>NC_012743.2,0.331308299,0.330718329,0.148098541,0.189874831,0,0,0,0,0,0,0,0,0,0,0
>JF719732.1,0.201186203,0.202746995,0.342594038,0.247385672,0,0.006087092,0,0,0,0,0,0,0,0,0
>AB609718.1,0.162537305,0.19483079,0.292950053,0.349681851,0,0,0,0,0,0,0,0,0,0,0
>JN859129.1,0.295504218,0.322020122,0.18631577,0.19615989,0,0,0,0,0,0,0,0,0,0,0
>JN699625.1,0.332455457,0.314206788,0.158610165,0.19472759,0,0,0,0,0,0,0,0,0,0,0
>JN831653.1,0.32974034,0.350334045,0.150268614,0.169657001,0,0,0,0,0,0,0,0,0,0,0
>JN831654.1,0.315775575,0.296579183,0.191862355,0.195782888,0,0,0,0,0,0,0,0,0,0,0
>JN698990.1,0.328578277,0.336611514,0.166780459,0.168029751,0,0,0,0,0,0,0,0,0,0,0
>JN698991.1,0.34039525,0.349157166,0.154467688,0.155979897,0,0,0,0,0,0,0,0,0,0,0
>JN699002.1,0.333667454,0.332020715,0.146679077,0.187632753,0,0,0,0,0,0,0,0,0,0,0
>JN699003.1,0.336642222,0.33861603,0.161607284,0.163134464,0,0,0,0,0,0,0,0,0,0,0
>JN699004.1,0.340263361,0.349664867,0.15405718,0.156014592,0,0,0,0,0,0,0,0,0,0,0
>JN699009.1,0.328298933,0.336850649,0.167352737,0.167497681,0,0,0,0,0,0,0,0,0,0,0
>JN699010.1,0.328548574,0.336004579,0.167202384,0.168244463,0,0,0,0,0,0,0,0,0,0,0
>JN699013.1,0.333035635,0.314561298,0.157593233,0.194809834,0,0,0,0,0,0,0,0,0,0,0
>JN699014.1,0.289334644,0.307443018,0.177674019,0.22554832,0,0,0,0,0,0,0,0,0,0,0
>JN699017.1,0.328578277,0.33662604,0.166780459,0.168015224,0,0,0,0,0,0,0,0,0,0,0
>JN699018.1,0.33684962,0.337927819,0.161802631,0.163419929,0,0,0,0,0,0,0,0,0,0,0
>JN699019.1,0.310663154,0.305067091,0.194555072,0.189714683,0,0,0,0,0,0,0,0,0,0,0
>JF923797.1,0.329440744,0.325304869,0.166560229,0.178694158,0,0,0,0,0,0,0,0,0,0,0
>NC_016158.1,0.254397289,0.270110537,0.229889463,0.245602711,0,0,0,0,0,0,0,0,0,0,0
>NC_016160.1,0.243746761,0.258148987,0.240228035,0.257876217,0,0,0,0,0,0,0,0,0,0,0
>NC_016165.1,0.312450678,0.336506886,0.168495278,0.182547158,0,0,0,0,0,0,0,0,0,0,0
>HQ316604.1,0.227692649,0.222088096,0.299233839,0.250985416,0,0,0,0,0,0,0,0,0,0,0
>NC_009993.2,0.333159677,0.341309121,0.148680832,0.17685037,0,0,0,0,0,0,0,0,0,0,0
>NC_016162.1,0.213290159,0.200760242,0.334365761,0.251583838,0,0,0,0,0,0,0,0,0,0,0
>NC_016163.1,0.156266793,0.168469955,0.331608173,0.34365508,0,0,0,0,0,0,0,0,0,0,0
>NC_016166.1,0.28541871,0.282409211,0.22547057,0.206701509,0,0,0,0,0,0,0,0,0,0,0
>JN116826.1,0.31875104,0.307850724,0.192315693,0.181082543,0,0,0,0,0,0,0,0,0,0,0
>NC_016434.1,0.324913805,0.325612479,0.169018363,0.180455353,0,0,0,0,0,0,0,0,0,0,0
>NC_016071.1,0.219560988,0.236510372,0.270950371,0.272978269,0,0,0,0,0,0,0,0,0,0,0
>NC_015586.1,0.296442688,0.318611445,0.197456608,0.187489259,0,0,0,0,0,0,0,0,0,0,0
>JN797796.1,0.204897969,0.17219769,0.344438431,0.27846591,0,0,0,0,0,0,0,0,0,0,0
>JN797798.1,0.215429064,0.183136729,0.335069411,0.266364796,0,0,0,0,0,0,0,0,0,0,0
>JF900176.1,0.230960925,0.242299641,0.250872209,0.275867225,0,0,0,0,0,0,0,0,0,0,0
>AB626963.1,0.156274057,0.135873749,0.371879468,0.335972726,0,0,0,0,0,0,0,0,0,0,0
>JN391180.1,0.245812222,0.255816358,0.240254369,0.258117051,0,0,0,0,0,0,0,0,0,0,0
>NC_016564.1,0.205993767,0.208501663,0.282636754,0.302867816,0,0,0,0,0,0,0,0,0,0,0
>NC_016566.1,0.267373006,0.276833723,0.223404497,0.232388774,0,0,0,0,0,0,0,0,0,0,0
>NC_016562.1,0.150600775,0.109827984,0.399323092,0.340248149,0,0,0,0,0,0,0,0,0,0,0
>NC_016563.1,0.166140844,0.198327565,0.290336973,0.345194618,0,0,0,0,0,0,0,0,0,0,0
>NC_016565.1,0.154007045,0.135072655,0.375550418,0.335369881,0,0,0,0,0,0,0,0,0,0,0
>NC_016568.1,0.173909515,0.19947251,0.239156015,0.38746196,0,0,0,0,0,0,0,0,0,0,0
>NC_016571.1,0.214400348,0.220152621,0.281025576,0.284421454,0,0,0,0,0,0,0,0,0,0,0
>HQ698895.1,0.242653414,0.265629502,0.243402478,0.248314607,0,0,0,0,0,0,0,0,0,0,0
>JN991020.1,0.287558041,0.296495082,0.18677917,0.229167707,0,0,0,0,0,0,0,0,0,0,0
>NC_016570.1,0.225194528,0.219790978,0.282078015,0.27293648,0,0,0,0,0,0,0,0,0,0,0
>NC_016569.1,0.336280884,0.338751625,0.159861292,0.165106199,0,0,0,0,0,0,0,0,0,0,0
>NC_016651.1,0.360196216,0.323615978,0.147302032,0.168885774,0,0,0,0,0,0,0,0,0,0,0
>NC_016652.1,0.334218528,0.319845936,0.159294547,0.186640989,0,0,0,0,0,0,0,0,0,0,0
>NC_016653.1,0.29639806,0.289314386,0.216009101,0.198278453,0,0,0,0,0,0,0,0,0,0,0
>NC_016654.1,0.34625323,0.313244161,0.150706794,0.189795815,0,0,0,0,0,0,0,0,0,0,0
>NC_016655.1,0.329379455,0.333859219,0.154843987,0.181917339,0,0,0,0,0,0,0,0,0,0,0
>NC_006940.2,0.250312554,0.250484152,0.252077562,0.247125732,0,0,0,0,0,0,0,0,0,0,0
>JN600672.1,0.262612096,0.324239768,0.216924011,0.196224125,0,0,0,0,0,0,0,0,0,0,0
>NC_016762.1,0.30257454,0.318896917,0.19104508,0.187483464,0,0,0,0,0,0,0,0,0,0,0
>NC_016765.1,0.279986673,0.294683844,0.216940619,0.208388864,0,0,0,0,0,0,0,0,0,0,0
>NC_016767.1,0.31346971,0.314326185,0.167424317,0.204779787,0,0,0,0,0,0,0,0,0,0,0
>NC_016770.1,0.227082847,0.160414767,0.340592464,0.271909922,0,0,0,0,0,0,0,0,0,0,0
>JN882298.1,0.248216297,0.267672738,0.228994555,0.25511641,0,0,0,0,0,0,0,0,0,0,0
>JN871591.1,0.287552996,0.277688631,0.224769015,0.209989359,0,0,0,0,0,0,0,0,0,0,0
>NC_016763.1,0.249462067,0.246986419,0.253626709,0.249924805,0,0,0,0,0,0,0,0,0,0,0
>JQ513383.1,0.145016469,0.172002464,0.321882889,0.361098178,0,0,0,0,0,0,0,0,0,0,0
>JQ010983.1,0.242126714,0.253241941,0.235318637,0.269312708,0,0,0,0,0,0,0,0,0,0,0
>JQ300538.1,0.294356157,0.322166634,0.185877313,0.197599895,0,0,0,0,0,0,0,0,0,0,0
>HQ317385.1,0.191133924,0.214926898,0.2918189,0.302120278,0,0,0,0,0,0,0,0,0,0,0
>JF974288.1,0.191196827,0.215114683,0.291932177,0.301756312,0,0,0,0,0,0,0,0,0,0,0
>JF974289.1,0.191196827,0.215108842,0.291938018,0.301756312,0,0,0,0,0,0,0,0,0,0,0
>JQ347801.1,0.235200531,0.271985034,0.246197419,0.246617015,0,0,0,0,0,0,0,0,0,0,0
>JN968479.1,0.334815881,0.330335535,0.165543855,0.169304729,0,0,0,0,0,0,0,0,0,0,0
>JN882264.1,0.343280781,0.293731231,0.154560811,0.208427177,0,0,0,0,0,0,0,0,0,0,0
>JN882265.1,0.26704675,0.316305587,0.211288483,0.205359179,0,0,0,0,0,0,0,0,0,0,0
>JN882266.1,0.336881507,0.289858463,0.160369634,0.212890397,0,0,0,0,0,0,0,0,0,0,0
>JN882267.1,0.286569012,0.329482154,0.186197648,0.197751186,0,0,0,0,0,0,0,0,0,0,0
>JN254801.1,0.261269508,0.259170779,0.244390364,0.23516935,0,0,0,0,0,0,0,0,0,0,0
>JQ446452.1,0.23348856,0.243227374,0.264628467,0.258655598,0,0,0,0,0,0,0,0,0,0,0
>JQ692107.1,0.229063523,0.25870334,0.235311067,0.276922069,0,0,0,0,0,0,0,0,0,0,0
>JQ740804.1,0.169866549,0.176570565,0.327174871,0.326388015,0,0,0,0,0,0,0,0,0,0,0
>JQ740805.1,0.169866549,0.176570565,0.327143397,0.326419489,0,0,0,0,0,0,0,0,0,0,0
>JQ740807.1,0.16974349,0.178812022,0.324394352,0.327050136,0,0,0,0,0,0,0,0,0,0,0
>JQ740787.1,0.1672734,0.173844635,0.333343617,0.325538348,0,0,0,0,0,0,0,0,0,0,0
>JQ740788.1,0.170001842,0.17528083,0.332392118,0.32232521,0,0,0,0,0,0,0,0,0,0,0
>JQ740789.1,0.171095775,0.176560597,0.325609718,0.32673391,0,0,0,0,0,0,0,0,0,0,0
>JQ740790.1,0.17107722,0.175507867,0.327325336,0.326089577,0,0,0,0,0,0,0,0,0,0,0
>JQ740791.1,0.170068445,0.175163439,0.33240232,0.322365796,0,0,0,0,0,0,0,0,0,0,0
>JQ740792.1,0.170620045,0.176918823,0.32710625,0.325354882,0,0,0,0,0,0,0,0,0,0,0
>JQ740793.1,0.170957648,0.174210738,0.332125043,0.322706571,0,0,0,0,0,0,0,0,0,0,0
>JQ740794.1,0.171061193,0.174221534,0.332052672,0.322664601,0,0,0,0,0,0,0,0,0,0,0
>JQ740795.1,0.170440928,0.176862805,0.327239207,0.325457059,0,0,0,0,0,0,0,0,0,0,0
>JQ740796.1,0.171096967,0.176588044,0.325564707,0.326750281,0,0,0,0,0,0,0,0,0,0,0
>JQ740797.1,0.171180729,0.176610085,0.325511732,0.326697454,0,0,0,0,0,0,0,0,0,0,0
>JQ740798.1,0.17102491,0.174216136,0.332042384,0.32271657,0,0,0,0,0,0,0,0,0,0,0
>JQ740799.1,0.17087999,0.174105897,0.331492912,0.323521201,0,0,0,0,0,0,0,0,0,0,0
>JQ740800.1,0.17086939,0.174095096,0.331503365,0.323532149,0,0,0,0,0,0,0,0,0,0,0
>JQ740801.1,0.170820385,0.174021131,0.331789932,0.323368552,0,0,0,0,0,0,0,0,0,0,0
>JQ740802.1,0.170119387,0.175152687,0.332381917,0.322346009,0,0,0,0,0,0,0,0,0,0,0
>JQ740803.1,0.17052292,0.174089697,0.331679176,0.323708207,0,0,0,0,0,0,0,0,0,0,0
>JQ740806.1,0.17046089,0.174058681,0.331741207,0.323739222,0,0,0,0,0,0,0,0,0,0,0
>JQ740808.1,0.169887329,0.176465034,0.327154277,0.326493359,0,0,0,0,0,0,0,0,0,0,0
>JQ740809.1,0.170999225,0.174407436,0.331959721,0.322633617,0,0,0,0,0,0,0,0,0,0,0
>JQ740810.1,0.170671959,0.174144935,0.331576173,0.323606934,0,0,0,0,0,0,0,0,0,0,0
>JQ740811.1,0.170876488,0.174586489,0.331859638,0.322677384,0,0,0,0,0,0,0,0,0,0,0
>JQ740812.1,0.169861203,0.176596481,0.327164574,0.326377742,0,0,0,0,0,0,0,0,0,0,0
>JQ740813.1,0.170516304,0.17635252,0.328866107,0.324265069,0,0,0,0,0,0,0,0,0,0,0
>JQ740814.1,0.170844307,0.174531371,0.332083656,0.322540666,0,0,0,0,0,0,0,0,0,0,0
>JQ309827.1,0.167927888,0.159637213,0.342365903,0.330068996,0,0,0,0,0,0,0,0,0,0,0
>JQ512844.1,0.323834501,0.325732963,0.178416252,0.172016284,0,0,0,0,0,0,0,0,0,0,0
>JQ684677.1,0.309941985,0.296709847,0.197309863,0.196038306,0,0,0,0,0,0,0,0,0,0,0
>JQ780163.1,0.199007117,0.227172564,0.286517565,0.287302753,0,0,0,0,0,0,0,0,0,0,0
>JQ780327.1,0.259118427,0.276304598,0.221669085,0.24290789,0,0,0,0,0,0,0,0,0,0,0
>JQ312117.1,0.254341341,0.269429753,0.233214682,0.243014224,0,0,0,0,0,0,0,0,0,0,0
>JQ691610.1,0.245754607,0.25575745,0.240352555,0.258135387,0,0,0,0,0,0,0,0,0,0,0
>HE600015.1,0.246458961,0.24632775,0.258300695,0.248912594,0,0,0,0,0,0,0,0,0,0,0
>NC_017732.1,0.138796919,0.187772496,0.294640223,0.378790362,0,0,0,0,0,0,0,0,0,0,0
>JQ067083.1,0.276027088,0.274702784,0.226666667,0.222603461,0,0,0,0,0,0,0,0,0,0,0
>JN880423.1,0.283114095,0.289143144,0.19886727,0.228875491,0,0,0,0,0,0,0,0,0,0,0
>NC_017865.1,0.312456361,0.31024531,0.170227622,0.207070707,0,0,0,0,0,0,0,0,0,0,0
>JQ965700.1,0.226335048,0.257145887,0.244948825,0.271384632,0,0,5.30E-05,2.65E-05,5.30E-05,5.30E-05,0,0,0,0,0
>JQ965701.1,0.226622088,0.256765228,0.24498485,0.271575593,0,0,2.61E-05,0,0,2.61E-05,0,0,0,0,0
>JQ965702.1,0.219180515,0.253203095,0.256501332,0.270353926,0,0,0.000152226,0.000126855,0.000126855,0.000101484,0.000152226,0.000101484,0,0,0
>JQ965703.1,0.226937944,0.255275804,0.246239031,0.271521103,0,0,0,2.61E-05,0,0,0,0,0,0,0
>NC_017864.1,0.266851835,0.271169825,0.223835309,0.238143031,0,0,0,0,0,0,0,0,0,0,0
>NC_017968.1,0.192664322,0.14769561,0.374366236,0.285273832,0,0,0,0,0,0,0,0,0,0,0
>NC_017969.1,0.199525966,0.189925863,0.311962004,0.298586167,0,0,0,0,0,0,0,0,0,0,0
>NC_017973.1,0.316918855,0.307142585,0.192266646,0.183671914,0,0,0,0,0,0,0,0,0,0,0
>NC_017978.1,0.094052188,0.180725401,0.308399536,0.416822875,0,0,0,0,0,0,0,0,0,0,0
>NC_017984.1,0.165692974,0.211740358,0.305408843,0.317157824,0,0,0,0,0,0,0,0,0,0,0
>NC_017972.1,0.255765707,0.253067321,0.250379628,0.240787344,0,0,0,0,0,0,0,0,0,0,0
>NC_017974.1,0.265506823,0.243969104,0.244960576,0.245563498,0,0,0,0,0,0,0,0,0,0,0
>NC_017976.1,0.179477213,0.237367603,0.252526479,0.330628705,0,0,0,0,0,0,0,0,0,0,0
>NC_017980.1,0.18138827,0.166711964,0.345328043,0.306571724,0,0,0,0,0,0,0,0,0,0,0
>NC_017981.1,0.249874952,0.274144175,0.222164422,0.25381645,0,0,0,0,0,0,0,0,0,0,0
>JQ698665.1,0.326539687,0.308937968,0.183113466,0.181408879,0,0,0,0,0,0,0,0,0,0,0
>JQ896627.1,0.319984448,0.318623639,0.185381026,0.176010886,0,0,0,0,0,0,0,0,0,0,0
>JQ911768.1,0.333193065,0.314425181,0.158125413,0.194256341,0,0,0,0,0,0,0,0,0,0,0
>JQ809701.1,0.319972747,0.319174616,0.185088573,0.175764065,0,0,0,0,0,0,0,0,0,0,0
>JQ809650.1,0.223970789,0.237033608,0.261590681,0.277404922,0,0,0,0,0,0,0,0,0,0,0
>JQ823122.1,0.155966387,0.199383754,0.289187675,0.355462185,0,0,0,0,0,0,0,0,0,0,0
>JQ823123.1,0.156653203,0.202092449,0.283181869,0.358072478,0,0,0,0,0,0,0,0,0,0,0
>JQ867100.1,0.213907952,0.252124913,0.241012403,0.292954731,0,0,0,0,0,0,0,0,0,0,0
>JX015524.1,0.315483674,0.298319808,0.191812398,0.19438412,0,0,0,0,0,0,0,0,0,0,0
>NC_018083.1,0.181281994,0.163587803,0.34626085,0.308869352,0,0,0,0,0,0,0,0,0,0,0
>NC_018084.1,0.178559575,0.16622414,0.343234871,0.311981414,0,0,0,0,0,0,0,0,0,0,0
>NC_018085.1,0.142979615,0.209254144,0.284601829,0.363164412,0,0,0,0,0,0,0,0,0,0,0
>NC_018086.1,0.187291651,0.217201274,0.265575228,0.329931847,0,0,0,0,0,0,0,0,0,0,0
>NC_018088.1,0.184426698,0.181682168,0.318394069,0.315497065,0,0,0,0,0,0,0,0,0,0,0
>NC_008721.2,0.183430967,0.232377356,0.266914684,0.317276993,0,0,0,0,0,0,0,0,0,0,0
>JN849462.1,0.20457672,0.220971427,0.274014796,0.300437057,0,0,0,0,0,0,0,0,0,0,0
>JX042578.1,0.307057567,0.290787302,0.201262013,0.200893117,0,0,0,0,0,0,0,0,0,0,0
>JX042579.1,0.325953839,0.346874137,0.153686228,0.173485796,0,0,0,0,0,0,0,0,0,0,0
>JX045649.1,0.239284701,0.24496168,0.267953449,0.24780017,0,0,0,0,0,0,0,0,0,0,0
>JX045650.1,0.23778776,0.241437395,0.268388546,0.2523863,0,0,0,0,0,0,0,0,0,0,0
>JN377895.1,0.211930015,0.201070516,0.300979145,0.286020324,0,0,0,0,0,0,0,0,0,0,0
>FR775895.2,0.19161306,0.18273087,0.31342691,0.31222916,0,0,0,0,0,0,0,0,0,0,0
>JX121091.1,0.296515798,0.322117848,0.186814688,0.194551665,0,0,0,0,0,0,0,0,0,0,0
>JX128257.1,0.222747731,0.22757266,0.270157907,0.279521703,0,0,0,0,0,0,0,0,0,0,0
>JX128258.1,0.228707332,0.233269513,0.265862925,0.27216023,0,0,0,0,0,0,0,0,0,0,0
>JX128259.1,0.187201333,0.1669055,0.32634621,0.31954096,0,0,0,0,6.00E-06,0,0,0,0,0,0
>JX193904.1,0.174278523,0.172128143,0.331818293,0.321775041,0,0,0,0,0,0,0,0,0,0,0
>JX262376.1,0.344448788,0.325410477,0.160379203,0.169761532,0,0,0,0,0,0,0,0,0,0,0
>JX297445.1,0.248038319,0.251047032,0.246497858,0.254416791,0,0,0,0,0,0,0,0,0,0,0
>HE614282.1,0.145951738,0.210682009,0.284589584,0.35877667,0,0,0,0,0,0,0,0,0,0,0
>NC_018264.1,0.208116744,0.159592732,0.369831656,0.262458868,0,0,0,0,0,0,0,0,0,0,0
>JX194238.1,0.277775473,0.270405553,0.222853666,0.228965307,0,0,0,0,0,0,0,0,0,0,0
>JX163858.1,0.321477927,0.339570033,0.171641428,0.167310612,0,0,0,0,0,0,0,0,0,0,0
>JX145341.1,0.107674188,0.187846103,0.294156542,0.410323167,0,0,0,0,0,0,0,0,0,0,0
>JX145342.1,0.114036749,0.185672792,0.305076719,0.39521374,0,0,0,0,0,0,0,0,0,0,0
>HE956709.1,0.180120728,0.165317015,0.331522608,0.323039648,0,0,0,0,0,0,0,0,0,0,0
>HE956711.1,0.188928727,0.165488468,0.325978822,0.318514572,0,0,0.000233445,0.00011373,0.000137673,0.00019753,0.00015563,0.000251402,0,0,0
>AB647160.1,0.161243563,0.196452413,0.253518978,0.388785047,0,0,0,0,0,0,0,0,0,0,0
>AB731695.1,0.162085523,0.19732315,0.252259065,0.388332262,0,0,0,0,0,0,0,0,0,0,0
>HE815464.1,0.135812463,0.135697604,0.366120996,0.362368938,0,0,0,0,0,0,0,0,0,0,0
>NC_018285.1,0.192894646,0.219490652,0.262132587,0.325482114,0,0,0,0,0,0,0,0,0,0,0
>NC_018275.1,0.23039992,0.246110148,0.250559284,0.272930649,0,0,0,0,0,0,0,0,0,0,0
>NC_018277.1,0.146035901,0.210312266,0.284358639,0.359293194,0,0,0,0,0,0,0,0,0,0,0
>NC_018270.1,0.224742514,0.214443055,0.265731976,0.295082455,0,0,0,0,0,0,0,0,0,0,0
>NC_018273.1,0.175680318,0.18835159,0.314224648,0.321743445,0,0,0,0,0,0,0,0,0,0,0
>NC_018274.1,0.329253399,0.312725595,0.166146498,0.191874508,0,0,0,0,0,0,0,0,0,0,0
>NC_018276.1,0.181848493,0.236685338,0.236018494,0.345447675,0,0,0,0,0,0,0,0,0,0,0
>NC_018278.1,0.271969555,0.274094135,0.222287075,0.231649234,0,0,0,0,0,0,0,0,0,0,0
>NC_018279.1,0.23269403,0.254682792,0.243260852,0.269362326,0,0,0,0,0,0,0,0,0,0,0
>NC_018281.1,0.15123563,0.196025791,0.283885179,0.368853399,0,0,0,0,0,0,0,0,0,0,0
>NC_018282.1,0.325093596,0.317736688,0.1591054,0.198064316,0,0,0,0,0,0,0,0,0,0,0
>NC_018283.1,0.312649617,0.300490829,0.200757771,0.186101782,0,0,0,0,0,0,0,0,0,0,0
>NC_018284.1,0.153502837,0.194050756,0.281461434,0.370984973,0,0,0,0,0,0,0,0,0,0,0
>NC_018452.1,0.331220593,0.330897214,0.14956263,0.188319563,0,0,0,0,0,0,0,0,0,0,0
>JX403939.1,0.316072984,0.305542618,0.184099147,0.194285251,0,0,0,0,0,0,0,0,0,0,0
>JX306041.1,0.211585257,0.200200829,0.301397796,0.286816118,0,0,0,0,0,0,0,0,0,0,0
>AB560486.1,0.279059616,0.277173235,0.222670866,0.221096283,0,0,0,0,0,0,0,0,0,0,0
>JX409894.1,0.208161306,0.159097456,0.354128661,0.278612578,0,0,0,0,0,0,0,0,0,0,0
>JX409895.1,0.206168077,0.16189458,0.349958167,0.281979176,0,0,0,0,0,0,0,0,0,0,0
>JN225449.1,0.205643642,0.183224319,0.317386391,0.293745648,0,0,0,0,0,0,0,0,0,0,0
>JX442241.1,0.175658776,0.188908739,0.295608158,0.339824326,0,0,0,0,0,0,0,0,0,0,0
>JX094431.1,0.217884139,0.181892688,0.334356737,0.265860132,0,0,0,0,6.30E-06,0,0,0,0,0,0
>JX274646.1,0.15157603,0.192887657,0.281953585,0.373582727,0,0,0,0,0,0,0,0,0,0,0
>JX274647.1,0.151321617,0.194070207,0.280476435,0.374131742,0,0,0,0,0,0,0,0,0,0,0
>JX421753.1,0.233940631,0.26511701,0.236820062,0.264122297,0,0,0,0,0,0,0,0,0,0,0
>JX411619.1,0.323958232,0.326612667,0.178764516,0.170664585,0,0,0,0,0,0,0,0,0,0,0
>JX411620.1,0.294635273,0.319437366,0.186525329,0.199402032,0,0,0,0,0,0,0,0,0,0,0
>NC_017971.2,0.264096302,0.267921592,0.22930129,0.238680815,0,0,0,0,0,0,0,0,0,0,0
>JX509734.1,0.237463857,0.263695329,0.244418974,0.25442184,0,0,0,0,0,0,0,0,0,0,0
>JX307702.1,0.320854369,0.319669903,0.184485437,0.174990291,0,0,0,0,0,0,0,0,0,0,0
>JX307703.1,0.319773439,0.319208985,0.185063355,0.175954221,0,0,0,0,0,0,0,0,0,0,0
>JX307704.1,0.326192122,0.325185112,0.178280186,0.170342581,0,0,0,0,0,0,0,0,0,0,0
>JX307705.1,0.326901964,0.312812589,0.178709389,0.181576058,0,0,0,0,0,0,0,0,0,0,0
>JX560521.1,0.167507405,0.217257497,0.296464272,0.318770826,0,0,0,0,0,0,0,0,0,0,0
>JX560968.1,0.184202897,0.204775545,0.295589753,0.315397015,0,0,0,1.16E-05,0,1.16E-05,0,1.16E-05,0,0,0
>JX507079.1,0.324124455,0.33059313,0.170779779,0.174502636,0,0,0,0,0,0,0,0,0,0,0
>JX486088.1,0.176178722,0.193445551,0.308756218,0.32161951,0,0,0,0,0,0,0,0,0,0,0
>JX100814.1,0.340090291,0.320959235,0.167083855,0.171866619,0,0,0,0,0,0,0,0,0,0,0
>JX100812.1,0.340165076,0.321332487,0.16784437,0.170658067,0,0,0,0,0,0,0,0,0,0,0
>JX100811.1,0.340543124,0.321523883,0.167625367,0.170307626,0,0,0,0,0,0,0,0,0,0,0
>JX100810.1,0.31453707,0.307189776,0.186511267,0.191761886,0,0,0,0,0,0,0,0,0,0,0
>JX100809.1,0.339477958,0.321253923,0.168692066,0.170576053,0,0,0,0,0,0,0,0,0,0,0
>JQ287645.1,0.174307225,0.176672317,0.313716215,0.335304243,0,0,0,0,0,0,0,0,0,0,0
>NC_018832.1,0.240224425,0.254767314,0.237814952,0.267193309,0,0,0,0,0,0,0,0,0,0,0
